gnupg 2.4.5-1
gnustep-base 1.29.0-3
gnutls 3.8.4-1
go 2:1.22.2-1
gobject-introspection-runtime 1.80.1-1
godot 4.2.1-1
goland 2023.3.6-1
gperftools 2.15-1
gpgme 1.23.2-1
gpm 1.20.7.r38.ge82d1a6-5
gptfdisk 1.0.10-1
graphene 1.10.8-1
graphicsmagick 1.3.43-1
graphite 1:1.3.14-3
graphviz 10.0.1-1
grep 3.11-1
groff 1.23.0-5
grub 2:2.12-2
gsettings-desktop-schemas 46.0-1
gsfonts 20200910-3
gsl 2.7.1-3
gsm 1.0.22-1
gspell 1.12.2-2
gssdp 1.6.3-1
gst-libav 1.24.1-2
gst-plugin-pipewire 1:1.0.4-4
gst-plugins-bad-libs 1.24.1-2
gst-plugins-base 1.24.1-2
gst-plugins-base-libs 1.24.1-2
gst-plugins-good 1.24.1-2
gstreamer 1.24.1-2
gtk-update-icon-cache 1:4.14.2-1
gtk-vnc 1.3.1-1
gtk2 2.24.33-3
gtk3 1:3.24.41-1
gtk4 1:4.14.2-1
gtkmm 1:2.24.5-4
gtkmm3 3.24.9-1
gtksourceview4 4.8.4-1
gts 0.7.6.121130-2
guile 3.0.9-1
gupnp 1:1.6.6-1
gupnp-igd 1.6.0-1
gwenview 24.02.1-1
gzip 1.13-2
harfbuzz 8.4.0-1
harfbuzz-icu 8.4.0-1
hdf5 1.14.3-1
hicolor-icon-theme 0.17-3
hidapi 0.14.0-2
highlight 4.11-2
highway 1.1.0-1
hivex 1.3.23-4
htop 3.3.0-1
http-parser 2.9.4-2
hunspell 1.7.2-1
hwdata 0.380-1
hwloc 2.10.0-1
hyphen 2.8.8-5
i2c-tools 4.3-4
iana-etc 20240222-1
icu 74.2-2
ijs 0.35-6
imath 3.1.11-1
imlib2 1.12.2-2
iniparser 4.1-5
inkscape 1.3.2-4
intel-oneapi-common 2023.2.0-1
intel-oneapi-compiler-dpcpp-cpp-runtime-libs 2023.2.0-1
intel-oneapi-compiler-shared-runtime-libs 2023.2.0-1
intel-oneapi-tbb 2021.10.0-3
intel-ucode 20240312-1
intellij-idea-ultimate-edition 2023.3.6-1
iproute2 6.8.0-1
iptables 1:1.8.10-1
iputils 20240117-1
irssi 1.4.5-2
iso-codes 4.16.0-1
iwd 2.17-2
jack2 1.9.22-1
jansson 2.14-3
jasper 4.2.1-1
java-environment-common 3-5
java-runtime-common 3-5
jbig2dec 0.20-1
jbigkit 2.1-7
jdk-openjdk 22.u36-1
jdk17-openjdk 17.0.10.u7-1
jemalloc 1:5.3.0-3
jfsutils 1.1.15-9
joshuto 0.9.8-1
jq 1.7.1-1
jre17-openjdk 17.0.10.u7-1
jre17-openjdk-headless 17.0.10.u7-1
js115 115.9.0-1
json-c 0.17-1
json-glib 1.8.0-1
jsoncpp 1.9.5-2
kaccounts-integration 24.02.1-1
kactivitymanagerd 6.0.3-1
kamera 24.02.1-1
karchive 6.0.0-1
kate 24.02.1-1
kauth 6.0.0-2
kbd 2.6.4-1
kbookmarks 6.0.0-1
kcmutils 6.0.0-2
kcodecs 6.0.0-1
kcolorpicker 0.3.1-4
kcolorscheme 6.0.0-1
kcompletion 6.0.0-1
kconfig 6.0.0-1
kconfigwidgets 6.0.0-1
kcontacts 1:6.0.0-1
kcoreaddons 6.0.0-1
kcrash 6.0.0-1
kdbusaddons 6.0.0-1
kde-cli-tools 6.0.3-1
kde-gtk-config 6.0.3-2
kdeclarative 6.0.0-1
kdeconnect 24.02.1-1
kdecoration 6.0.3-1
kded 6.0.0-1
kdenlive 24.02.1-2
kdeplasma-addons 6.0.3-1
kdesu 6.0.0-1
kdialog 24.02.1-1
kdnssd 6.0.0-1
kdsoap-qt6 2.2.0-1
kdsoap-ws-discovery-client 0.4.0-1
keditbookmarks 24.02.1-1
keyutils 1.6.3-2
kfilemetadata 6.0.0-2
kgamma 6.0.3-1
kglobalaccel 6.0.0-1
kglobalacceld 6.0.3-1
kguiaddons 6.0.0-2
kholidays 1:6.0.0-1
ki18n 6.0.0-1
kiconthemes 6.0.0-1
kidletime 6.0.0-1
kimageannotator 0.7.1-3
kinfocenter 6.0.3-1
kio 6.0.0-2
kio-extras 24.02.1-1
kio-fuse 5.1.0-3
kirigami 6.0.0-2
kirigami-addons 1.1.0-1
kitemmodels 6.0.0-1
kitemviews 6.0.0-1
kitty 0.33.1-3
kitty-shell-integration 0.33.1-3
kitty-terminfo 0.33.1-3
kjobwidgets 6.0.0-1
kmenuedit 6.0.3-1
kmod 32-1
knewstuff 6.0.0-5
knotifications 6.0.0-1
knotifyconfig 6.0.0-1
konsole 24.02.1-1
konversation 24.02.1-1
kpackage 6.0.0-1
kparts 6.0.0-1
kpeople 6.0.0-1
kpipewire 6.0.3-1
kpty 6.0.0-1
kquickcharts 6.0.0-1
krb5 1.21.2-2
krunner 6.0.0-1
kscreen 6.0.3-1
kscreenlocker 6.0.3-1
kservice 6.0.0-1
ksshaskpass 6.0.3-1
kstatusnotifieritem 6.0.0-2
ksvg 6.0.0-1
ksystemstats 6.0.3-1
ktexteditor 6.0.0-2
ktextwidgets 6.0.0-1
kunitconversion 6.0.0-1
kuserfeedback 6.0.0-2
kwallet 6.0.0-3
kwallet-pam 6.0.3-1
kwayland 6.0.3-1
kwayland-integration 6.0.3-1
kwayland5 5.115.0-1
kwidgetsaddons 6.0.0-1
kwin 6.0.3.1-2
kwindowsystem 6.0.0-1
kwindowsystem5 5.115.0-1
kwrited 6.0.3-1
kxmlgui 6.0.0-1
l-smash 2.14.5-3
ladspa 1.17-4
lame 3.100-4
lapack 3.12.0-3
layer-shell-qt 6.0.3-1
lazygit 0.41.0-1
lcms2 2.16-1
ldb 2:2.9.0-2
lensfun 1:0.3.4-3
less 1:643-1
level-zero-loader 1.15.1-1
lib2geom 1.3-1
lib32-acl 2.3.2-1
lib32-alsa-lib 1.2.11-1
lib32-alsa-plugins 1.2.7.1-2
lib32-brotli 1.1.0-1
lib32-bzip2 1.0.8-3
lib32-curl 8.7.1-4
lib32-dbus 1.14.10-2
lib32-e2fsprogs 1.47.0-1
lib32-expat 2.6.2-1
lib32-flac 1.4.3-1
lib32-fontconfig 2:2.15.0-1
lib32-freetype2 2.13.2-1
lib32-gcc-libs 13.2.1-5
lib32-gettext 0.22.4-1
lib32-glib2 2.80.0-1
lib32-glibc 2.39-1
lib32-harfbuzz 8.4.0-1
lib32-icu 74.2-1
lib32-keyutils 1.6.3-2
lib32-krb5 1.21.2-1
lib32-libasyncns 1:0.8+r3+g68cd5af-2
lib32-libcap 2.69-1
lib32-libdrm 2.4.120-1
lib32-libelf 0.191-1
lib32-libffi 3.4.6-1
lib32-libgcrypt 1.10.3-1
lib32-libglvnd 1.7.0-1
lib32-libgpg-error 1.48-1
lib32-libidn2 2.3.7-1
lib32-libldap 2.6.7-1
lib32-libnghttp2 1.60.0-1
lib32-libnghttp3 1.2.0-1
lib32-libnl 3.9.0-1
lib32-libogg 1.3.5-1
lib32-libpcap 1.10.4-1
lib32-libpciaccess 0.18-1
lib32-libpng 1.6.43-1
lib32-libpsl 0.21.2-1
lib32-libpulse 17.0-1
lib32-libsndfile 1.2.2-1
lib32-libssh2 1.11.0-1
lib32-libtasn1 4.19.0-1
lib32-libtirpc 1.3.4-1
lib32-libunistring 1.2-1
lib32-libunwind 1.8.1-1
lib32-libvorbis 1.3.7-1
lib32-libx11 1.8.7-1
lib32-libxau 1.0.11-1
lib32-libxcb 1.16.1-1
lib32-libxcrypt 4.4.36-1
lib32-libxcrypt-compat 4.4.36-1
lib32-libxcursor 1.2.2-1
lib32-libxdmcp 1.1.5-1
lib32-libxext 1.3.6-1
lib32-libxfixes 6.0.1-1
lib32-libxi 1.8.1-1
lib32-libxkbcommon 1.7.0-2
lib32-libxml2 2.12.6-1
lib32-libxrandr 1.5.4-1
lib32-libxrender 0.9.11-1
lib32-libxshmfence 1.3.2-1
lib32-libxss 1.2.4-1
lib32-libxtst 1.2.4-1
lib32-libxxf86vm 1.1.5-1
lib32-llvm-libs 17.0.6-2
lib32-lm_sensors 1:3.6.0.r41.g31d1f125-2
lib32-mesa 1:24.0.4-2
lib32-ncurses 6.4_20230520-1
lib32-nspr 4.35-2
lib32-nss 3.99-1
lib32-openssl 1:3.2.1-1
lib32-opus 1.5.1-1
lib32-p11-kit 0.25.3-1
lib32-pam 1.6.0-1
lib32-pcre2 10.43-1
lib32-sqlite 3.45.2-1
lib32-systemd 255.4-1
lib32-util-linux 2.40-2
lib32-vulkan-icd-loader 1.3.279-1
lib32-vulkan-intel 1:24.0.4-2
lib32-wayland 1.22.0-1
lib32-xcb-util-keysyms 0.4.1-1
lib32-xz 5.6.1-3
lib32-zlib 1.3.1-1
lib32-zstd 1.5.5-1
libaccounts-glib 1.27-1
libaccounts-qt 1.17-1
libadwaita 1:1.5.0-1
libaec 1.1.3-1
libaio 0.3.113-3
libao 1.2.2-6
libappindicator-gtk3 12.10.0.r298-3
libarchive 3.7.2-2
libass 0.17.1-4
libassuan 2.5.7-1
libasyncns 1:0.8+r3+g68cd5af-2
libatasmart 0.19-6
libavc1394 0.5.4-6
libavif 1.0.4-2
libayatana-appindicator 0.5.93-1
libayatana-indicator 0.9.4-1
libb2 0.98.1-2
libb64 1.2.1-4
libblockdev 3.1.1-1
libblockdev-crypto 3.1.1-1
libblockdev-fs 3.1.1-1
libblockdev-loop 3.1.1-1
libblockdev-mdraid 3.1.1-1
libblockdev-nvme 3.1.1-1
libblockdev-part 3.1.1-1
